Unnamed: 0,Season,player_name,Age,Team(s),Minutes,Rotation Role,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,archetype,year_4,year_0,year_1,year_2,contract_length,total_contract_value,average_annual_value,current_year_salary,years_remaining,salary
325.0,2024-25,Stephen Curry,36.0,GSW,2252.0,Star,Primary Ball Handler,Low Activity,7.57,2.9,3.4,-0.5,Primary Ball Handler / Low Activity,122193975.0,,,,1,122193975.0,122193975.0,122193975.0,0,122193975.0
457.0,2024-25,Jimmy Butler,35.0,MIA/GSW,1746.0,Star,Shot Creator,Wing Stopper,5.4,2.46,2.34,0.12,Shot Creator / Wing Stopper,110959223.0,,,,1,110959223.0,110959223.0,110959223.0,0,110959223.0
455.0,2024-25,Kawhi Leonard,33.0,LAC,1180.0,Star,Shot Creator,Helper,3.1,1.71,1.57,0.14,Shot Creator / Helper,100300000.0,,,,1,100300000.0,100300000.0,100300000.0,0,100300000.0
298.0,2024-25,Jordan Poole,25.0,WAS,2001.0,Starter,Primary Ball Handler,Low Activity,0.88,-1.74,0.29,-2.03,Primary Ball Handler / Low Activity,65892857.0,,,,1,65892857.0,65892857.0,65892857.0,0,65892857.0
295.0,2024-25,Tyler Herro,25.0,MIA,2725.0,Starter,Primary Ball Handler,Chaser,6.48,1.32,1.99,-0.66,Primary Ball Handler / Chaser,64000000.0,,,,1,64000000.0,64000000.0,64000000.0,0,64000000.0
278.0,2024-25,Nikola Jokić,29.0,DEN,2571.0,Star,Post Scorer,Mobile Big,13.87,6.38,5.91,0.47,Post Scorer / Mobile Big,114257640.0,62841702.0,,,2,177099342.0,88549671.0,62841702.0,1,62841702.0
394.0,2024-25,Jayson Tatum,26.0,BOS,2624.0,Star,Shot Creator,Helper,11.19,4.39,3.49,0.9,Shot Creator / Helper,242486496.0,62786682.0,67116798.0,71446914.0,4,443836890.0,110959222.5,62786682.0,3,62786682.0
276.0,2024-25,Giannis Antetokounmpo,30.0,MIL,2289.0,Star,Post Scorer,Helper,11.04,5.36,4.42,0.94,Post Scorer / Helper,112583016.0,62786682.0,,,2,175369698.0,87684849.0,62786682.0,1,62786682.0
458.0,2024-25,Anthony Davis,31.0,LAL/DAL,1706.0,Star,Shot Creator,Mobile Big,6.81,3.94,2.38,1.56,Shot Creator / Mobile Big,112583016.0,62786682.0,,,2,175369698.0,87684849.0,62786682.0,1,62786682.0
469.0,2024-25,Joel Embiid,30.0,PHI,574.0,Key Rotation,Shot Creator,Anchor Big,1.6,1.98,2.38,-0.41,Shot Creator / Anchor Big,176072526.0,62748000.0,67396000.0,,3,306216526.0,102072175.33333331,62748000.0,2,62748000.0
271.0,2024-25,Karl-Anthony Towns,29.0,NYK,2517.0,Starter,Post Scorer,Anchor Big,8.18,2.72,2.12,0.6,Post Scorer / Anchor Big,110220992.0,61015192.0,,,2,171236184.0,85618092.0,61015192.0,1,61015192.0
281.0,2024-25,Devin Booker,28.0,PHO,2795.0,Star,Primary Ball Handler,Chaser,5.15,0.48,2.95,-2.48,Primary Ball Handler / Chaser,235302136.0,61015192.0,64065952.0,69191228.0,4,429574508.0,107393627.0,61015192.0,3,61015192.0
391.0,2024-25,Jaylen Brown,28.0,BOS,2158.0,Starter,Shot Creator,Wing Stopper,5.46,1.56,1.56,0.0,Shot Creator / Wing Stopper,236187840.0,61015192.0,64951656.0,,3,362154688.0,120718229.33333331,61015192.0,2,61015192.0
400.0,2024-25,Shai Gilgeous-Alexander,26.0,OKC,2598.0,Star,Shot Creator,Helper,14.58,6.78,5.91,0.87,Shot Creator / Helper,276795400.0,61005000.0,65885400.0,70765800.0,4,474451600.0,118612900.0,61005000.0,3,61005000.0
291.0,2024-25,RJ Barrett,24.0,TOR,1869.0,Starter,Primary Ball Handler,Helper,2.23,-0.55,0.17,-0.72,Primary Ball Handler / Helper,57321428.0,,,,1,57321428.0,57321428.0,57321428.0,0,57321428.0
453.0,2024-25,Paul George,34.0,PHI,1334.0,Starter,Shot Creator,Helper,1.7,-0.42,-0.33,-0.08,Shot Creator / Helper,105792470.0,56586670.0,,,2,162379140.0,81189570.0,56586670.0,1,56586670.0
448.0,2024-25,Kevin Durant,36.0,PHO,2265.0,Star,Shot Creator,Wing Stopper,4.5,0.71,1.7,-1.0,Shot Creator / Wing Stopper,54708609.0,,,,1,54708609.0,54708609.0,54708609.0,0,54708609.0
430.0,2024-25,Cade Cunningham,23.0,DET,2452.0,Starter,Shot Creator,Helper,6.32,1.64,2.06,-0.42,Shot Creator / Helper,269085780.0,53817156.0,57528684.0,61240212.0,4,441671832.0,110417958.0,53817156.0,3,53817156.0
390.0,2024-25,Jamal Murray,27.0,DEN,2418.0,Star,Shot Creator,Chaser,5.45,1.12,1.99,-0.86,Shot Creator / Chaser,207845568.0,53817156.0,57528684.0,,3,319191408.0,106397136.0,53817156.0,2,53817156.0
431.0,2024-25,Evan Mobley,23.0,CLE,2167.0,Star,Shot Creator,Mobile Big,8.0,3.44,1.74,1.7,Shot Creator / Mobile Big,269085780.0,53817156.0,57528684.0,61240212.0,4,441671832.0,110417958.0,53817156.0,3,53817156.0
395.0,2024-25,Donovan Mitchell,28.0,CLE,2232.0,Star,Shot Creator,Chaser,8.44,3.59,3.93,-0.34,Shot Creator / Chaser,96499728.0,53817156.0,,,2,150316884.0,75158442.0,53817156.0,1,53817156.0
406.0,2024-25,Luka Dončić,25.0,DAL/LAL,1769.0,Star,Shot Creator,Helper,7.31,4.18,4.15,0.03,Shot Creator / Helper,149583660.0,53784000.0,57768000.0,,3,261135660.0,87045220.0,53784000.0,2,53784000.0
396.0,2024-25,Bam Adebayo,27.0,MIA,2674.0,Star,Shot Creator,Mobile Big,6.51,1.41,0.26,1.15,Shot Creator / Mobile Big,140680620.0,53784000.0,57768000.0,,3,252232620.0,84077540.0,53784000.0,2,53784000.0
393.0,2024-25,De'Aaron Fox,27.0,SAC/SAS,2241.0,Star,Shot Creator,Point of Attack,4.9,1.02,1.46,-0.44,Shot Creator / Point of Attack,260200620.0,53784000.0,57768000.0,61752000.0,4,433504620.0,108376155.0,53784000.0,3,53784000.0
326.0,2024-25,Bradley Beal,31.0,PHO,1702.0,Starter,Primary Ball Handler,Point of Attack,1.77,-0.79,0.14,-0.93,Primary Ball Handler / Point of Attack,53666270.0,,,,1,53666270.0,53666270.0,53666270.0,0,53666270.0
531.0,2024-25,Draymond Green,34.0,GSW,1983.0,Starter,Stationary Shooter,Mobile Big,4.31,0.99,-1.42,2.42,Stationary Shooter / Mobile Big,53571428.0,,,,1,53571428.0,53571428.0,53571428.0,0,53571428.0
470.0,2024-25,LeBron James,40.0,LAL,2444.0,Star,Shot Creator,Helper,7.29,2.28,2.62,-0.34,Shot Creator / Helper,52627153.0,,,,1,52627153.0,52627153.0,52627153.0,0,52627153.0
392.0,2024-25,Pascal Siakam,30.0,IND,2548.0,Star,Shot Creator,Helper,6.18,1.39,1.52,-0.12,Shot Creator / Helper,146773872.0,52298736.0,,,2,199072608.0,99536304.0,52298736.0,1,52298736.0
413.0,2024-25,Tyrese Haliburton,24.0,IND,2451.0,Star,Shot Creator,Low Activity,9.42,3.69,3.8,-0.11,Shot Creator / Low Activity,202446720.0,52298736.0,55672848.0,,3,310418304.0,103472768.0,52298736.0,2,52298736.0
411.0,2024-25,Anthony Edwards,23.0,MIN,2871.0,Star,Shot Creator,Helper,9.06,2.57,2.88,-0.31,Shot Creator / Helper,202446720.0,52298736.0,55672848.0,,3,310418304.0,103472768.0,52298736.0,2,52298736.0
401.0,2024-25,Jaren Jackson Jr.,25.0,MEM,2207.0,Star,Shot Creator,Mobile Big,6.23,2.03,1.27,0.76,Shot Creator / Mobile Big,186500000.0,50500000.0,52000000.0,53500000.0,4,342500000.0,85625000.0,50500000.0,3,50500000.0
252.0,2024-25,Michael Porter Jr.,26.0,DEN,2593.0,Starter,Off Screen Shooter,Low Activity,4.36,0.22,1.2,-0.98,Off Screen Shooter / Low Activity,50333050.0,,,,1,50333050.0,50333050.0,50333050.0,0,50333050.0
249.0,2024-25,Lauri Markkanen,27.0,UTA,1476.0,Starter,Off Screen Shooter,Wing Stopper,1.82,-0.49,1.11,-1.6,Off Screen Shooter / Wing Stopper,195868144.0,49824681.0,53536209.0,,3,299229034.0,99743011.33333331,49824681.0,2,49824681.0
332.0,2024-25,Domantas Sabonis,28.0,SAC,2429.0,Star,Roll + Cut Big,Mobile Big,6.89,2.05,1.59,0.47,Roll + Cut Big / Mobile Big,136416000.0,48608000.0,,,2,185024000.0,92512000.0,48608000.0,1,48608000.0
409.0,2024-25,De'Andre Hunter,27.0,ATL/CLE,1740.0,Starter,Shot Creator,Wing Stopper,2.6,-0.08,0.66,-0.74,Shot Creator / Wing Stopper,48214285.0,,,,1,48214285.0,48214285.0,48214285.0,0,48214285.0
398.0,2024-25,Miles Bridges,26.0,CHO,2029.0,Starter,Shot Creator,Wing Stopper,2.4,-0.56,0.24,-0.8,Shot Creator / Wing Stopper,47826087.0,,,,1,47826087.0,47826087.0,47826087.0,0,47826087.0
462.0,2024-25,Zach LaVine,29.0,CHI/SAC,2603.0,Starter,Shot Creator,Chaser,2.98,-0.63,0.84,-1.47,Shot Creator / Chaser,47499660.0,,,,1,47499660.0,47499660.0,47499660.0,0,47499660.0
289.0,2024-25,Trae Young,26.0,ATL,2739.0,Star,Primary Ball Handler,Low Activity,6.49,1.31,2.89,-1.58,Primary Ball Handler / Low Activity,45999660.0,,,,1,45999660.0,45999660.0,45999660.0,0,45999660.0
175.0,2024-25,OG Anunoby,27.0,NYK,2706.0,Starter,Movement Shooter,Wing Stopper,5.55,0.81,0.43,0.37,Movement Shooter / Wing Stopper,127500000.0,45431034.0,48362068.0,,3,221293102.0,73764367.33333333,45431034.0,2,45431034.0
408.0,2024-25,Ja Morant,25.0,MEM,1519.0,Star,Shot Creator,Point of Attack,3.7,1.41,2.42,-1.01,Shot Creator / Point of Attack,126499530.0,44886930.0,,,2,171386460.0,85693230.0,44886930.0,1,44886930.0
407.0,2024-25,Zion Williamson,24.0,NOP,857.0,Key Rotation,Shot Creator,Wing Stopper,2.13,1.49,2.25,-0.75,Shot Creator / Wing Stopper,126499530.0,44886930.0,,,2,171386460.0,85693230.0,44886930.0,1,44886930.0
293.0,2024-25,Darius Garland,25.0,CLE,2301.0,Starter,Primary Ball Handler,Point of Attack,7.06,2.43,3.22,-0.79,Primary Ball Handler / Point of Attack,126499530.0,44886930.0,,,2,171386460.0,85693230.0,44886930.0,1,44886930.0
427.0,2024-25,Scottie Barnes,23.0,TOR,2134.0,Starter,Shot Creator,Wing Stopper,4.11,0.6,0.13,0.47,Shot Creator / Wing Stopper,224238150.0,44847630.0,47940570.0,51033510.0,4,368059860.0,92014965.0,44847630.0,3,44847630.0
421.0,2024-25,Franz Wagner,23.0,ORL,2023.0,Starter,Shot Creator,Helper,5.14,1.58,1.66,-0.08,Shot Creator / Helper,224238150.0,44847630.0,47940570.0,51033510.0,4,368059860.0,92014965.0,44847630.0,3,44847630.0
434.0,2024-25,Paolo Banchero,22.0,ORL,1582.0,Star,Shot Creator,Helper,3.89,1.46,1.78,-0.33,Shot Creator / Helper,201254769.0,44820000.0,48140000.0,51460000.0,4,345674769.0,86418692.25,44820000.0,3,44820000.0
437.0,2024-25,Jalen Williams,23.0,OKC,2237.0,Starter,Shot Creator,Helper,8.01,3.26,2.35,0.91,Shot Creator / Helper,192500997.0,44820000.0,48140000.0,51460000.0,4,336920997.0,84230249.25,44820000.0,3,44820000.0
262.0,2024-25,Chet Holmgren,22.0,OKC,877.0,Key Rotation,Off Screen Shooter,Mobile Big,2.38,1.86,0.22,1.65,Off Screen Shooter / Mobile Big,199651368.0,44820000.0,48140000.0,51460000.0,4,344071368.0,86017842.0,44820000.0,3,44820000.0
191.0,2024-25,Cameron Johnson,28.0,BRK,1800.0,Starter,Movement Shooter,Helper,2.57,-0.18,0.95,-1.13,Movement Shooter / Helper,44119565.0,,,,1,44119565.0,44119565.0,44119565.0,0,44119565.0
299.0,2024-25,LaMelo Ball,23.0,CHO,1505.0,Star,Primary Ball Handler,Chaser,2.76,0.46,2.11,-1.65,Primary Ball Handler / Chaser,168705600.0,43582280.0,46394040.0,,3,258681920.0,86227306.66666667,43582280.0,2,43582280.0
414.0,2024-25,Tyrese Maxey,24.0,PHI,1960.0,Starter,Shot Creator,Chaser,3.63,0.49,2.26,-1.77,Shot Creator / Chaser,168705600.0,43582280.0,46394040.0,,3,258681920.0,86227306.66666667,43582280.0,2,43582280.0
397.0,2024-25,Kyle Kuzma,29.0,WAS/MIL,1936.0,Starter,Shot Creator,Helper,0.49,-2.04,-1.33,-0.71,Shot Creator / Helper,42755757.0,,,,1,42755757.0,42755757.0,42755757.0,0,42755757.0
454.0,2024-25,Kyrie Irving,32.0,DAL,1804.0,Star,Shot Creator,Chaser,3.32,0.47,1.9,-1.43,Shot Creator / Chaser,76057284.0,42416562.0,,,2,118473846.0,59236923.0,42416562.0,1,42416562.0
450.0,2024-25,James Harden,35.0,LAC,2789.0,Star,Shot Creator,Helper,10.6,3.62,2.97,0.65,Shot Creator / Helper,,42317307.0,,,1,42317307.0,42317307.0,42317307.0,0,42317307.0
416.0,2024-25,Desmond Bane,26.0,MEM,2205.0,Starter,Shot Creator,Chaser,5.26,1.33,1.44,-0.11,Shot Creator / Chaser,163225200.0,42166510.0,44886930.0,,3,250278640.0,83426213.33333333,42166510.0,2,42166510.0
387.0,2024-25,Brandon Ingram,27.0,NOP,595.0,Starter,Shot Creator,Helper,0.44,-1.27,0.07,-1.34,Shot Creator / Helper,78095238.0,41904762.0,,,2,120000000.0,60000000.0,41904762.0,1,41904762.0
176.0,2024-25,Dillon Brooks,29.0,HOU,2388.0,Starter,Movement Shooter,Wing Stopper,2.01,-1.1,-0.95,-0.16,Movement Shooter / Wing Stopper,41116837.0,,,,1,41116837.0,41116837.0,41116837.0,0,41116837.0
399.0,2024-25,Jalen Brunson,28.0,NYK,2301.0,Star,Shot Creator,Low Activity,6.2,1.83,3.19,-1.36,Shot Creator / Low Activity,113218563.0,40535041.0,43330561.0,,3,197084165.0,65694721.66666666,40535041.0,2,40535041.0
41.0,2024-25,Rudy Gobert,32.0,MIN,2388.0,Starter,Athletic Finisher,Anchor Big,6.14,1.63,-0.21,1.84,Athletic Finisher / Anchor Big,71500000.0,38000000.0,,,2,109500000.0,54750000.0,38000000.0,1,38000000.0
452.0,2024-25,Jrue Holiday,34.0,BOS,1896.0,Starter,Shot Creator,Point of Attack,3.53,0.51,-0.06,0.57,Shot Creator / Point of Attack,67200000.0,37200000.0,,,2,104400000.0,52200000.0,37200000.0,1,37200000.0
465.0,2024-25,Jerami Grant,30.0,POR,1524.0,Starter,Shot Creator,Wing Stopper,1.61,-0.76,-0.73,-0.03,Shot Creator / Wing Stopper,66206899.0,36413790.0,,,2,102620689.0,51310344.5,36413790.0,1,36413790.0
466.0,2024-25,Aaron Gordon,29.0,DEN,1447.0,Starter,Shot Creator,Wing Stopper,1.75,-0.52,0.59,-1.11,Shot Creator / Wing Stopper,92850172.0,36350680.0,39043323.0,,3,168244175.0,56081391.66666666,36350680.0,2,36350680.0
180.0,2024-25,Mikal Bridges,28.0,NYK,3036.0,Starter,Movement Shooter,Point of Attack,3.78,-0.47,0.26,-0.72,Movement Shooter / Point of Attack,133382144.0,36160714.0,38839285.0,41517856.0,4,249899999.0,62474999.75,36160714.0,3,36160714.0
417.0,2024-25,Jalen Green,22.0,HOU,2697.0,Starter,Shot Creator,Chaser,4.46,0.18,0.61,-0.44,Shot Creator / Chaser,69835665.0,36000000.0,,,2,105835665.0,52917832.5,36000000.0,1,36000000.0
468.0,2024-25,Julius Randle,30.0,MIN,2226.0,Starter,Shot Creator,Helper,4.02,0.42,1.16,-0.74,Shot Creator / Helper,64197532.0,35802468.0,,,2,100000000.0,50000000.0,35802468.0,1,35802468.0
334.0,2024-25,Deandre Ayton,26.0,POR,1206.0,Starter,Roll + Cut Big,Anchor Big,1.74,-0.16,-0.77,0.61,Roll + Cut Big / Anchor Big,35550814.0,,,,1,35550814.0,35550814.0,35550814.0,0,35550814.0
190.0,2024-25,Keldon Johnson,25.0,SAS,1838.0,Key Rotation,Movement Shooter,Helper,1.59,-1.07,0.13,-1.2,Movement Shooter / Helper,35000000.0,,,,1,35000000.0,35000000.0,35000000.0,0,35000000.0
268.0,2024-25,Klay Thompson,34.0,DAL,1965.0,Key Rotation,Off Screen Shooter,Chaser,1.71,-1.06,0.42,-1.47,Off Screen Shooter / Chaser,34126984.0,,,,1,34126984.0,34126984.0,34126984.0,0,34126984.0
460.0,2024-25,Khris Middleton,33.0,MIL/WAS,843.0,Key Rotation,Shot Creator,Helper,1.54,0.45,0.39,0.06,Shot Creator / Helper,33296296.0,,,,1,33296296.0,33296296.0,33296296.0,0,33296296.0
188.0,2024-25,Max Strus,28.0,CLE,1273.0,Starter,Movement Shooter,Wing Stopper,1.99,0.04,0.35,-0.31,Movement Shooter / Wing Stopper,32597288.0,,,,1,32597288.0,32597288.0,32597288.0,0,32597288.0
287.0,2024-25,Derrick White,30.0,BOS,2574.0,Starter,Primary Ball Handler,Chaser,8.16,2.59,1.67,0.92,Primary Ball Handler / Chaser,91044000.0,32596000.0,34844000.0,,3,158484000.0,52828000.0,32596000.0,2,32596000.0
302.0,2024-25,Immanuel Quickley,25.0,TOR,918.0,Starter,Primary Ball Handler,Chaser,1.92,0.86,1.92,-1.06,Primary Ball Handler / Chaser,130000000.0,32500000.0,32500000.0,,3,195000000.0,65000000.0,32500000.0,2,32500000.0
389.0,2024-25,Dejounte Murray,28.0,NOP,1012.0,Starter,Shot Creator,Point of Attack,1.71,0.24,0.27,-0.03,Shot Creator / Point of Attack,63586174.0,30751504.0,,,2,94337678.0,47168839.0,30751504.0,1,30751504.0
567.0,2024-25,Kristaps Porziņģis,29.0,BOS,1210.0,Star,Versatile Big,Anchor Big,4.23,3.12,2.14,0.97,Versatile Big / Anchor Big,30731707.0,,,,1,30731707.0,30731707.0,30731707.0,0,30731707.0
328.0,2024-25,CJ McCollum,33.0,NOP,1832.0,Starter,Primary Ball Handler,Chaser,0.59,-1.93,0.54,-2.47,Primary Ball Handler / Chaser,30666666.0,,,,1,30666666.0,30666666.0,30666666.0,0,30666666.0
442.0,2024-25,Victor Wembanyama,21.0,SAS,1527.0,Star,Shot Creator,Mobile Big,5.97,3.8,1.45,2.35,Shot Creator / Mobile Big,30245126.0,,,,1,30245126.0,30245126.0,30245126.0,0,30245126.0
3.0,2024-25,Jarrett Allen,26.0,CLE,2296.0,Star,Athletic Finisher,Mobile Big,8.06,3.14,1.36,1.78,Athletic Finisher / Mobile Big,110720000.0,30240000.0,32480000.0,,3,173440000.0,57813333.333333336,30240000.0,2,30240000.0
306.0,2024-25,Jalen Johnson,23.0,ATL,1284.0,Starter,Primary Ball Handler,Wing Stopper,2.71,0.9,-0.03,0.93,Primary Ball Handler / Wing Stopper,150000000.0,30000000.0,30000000.0,30000000.0,4,240000000.0,60000000.0,30000000.0,3,30000000.0
310.0,2024-25,Jalen Suggs,23.0,ORL,1002.0,Starter,Primary Ball Handler,Point of Attack,1.79,0.39,-0.04,0.44,Primary Ball Handler / Point of Attack,123800000.0,29600000.0,26800000.0,26700000.0,4,206900000.0,51725000.0,29600000.0,3,29600000.0
197.0,2024-25,Trey Murphy III,24.0,NOP,1854.0,Starter,Movement Shooter,Wing Stopper,1.74,-0.95,0.61,-1.57,Movement Shooter / Wing Stopper,112000000.0,29000000.0,31000000.0,,3,172000000.0,57333333.333333336,29000000.0,2,29000000.0
388.0,2024-25,Caris LeVert,30.0,CLE/ATL,1596.0,Key Rotation,Shot Creator,Chaser,2.75,0.28,0.44,-0.16,Shot Creator / Chaser,28913200.0,,,,1,28913200.0,28913200.0,28913200.0,0,28913200.0
472.0,2024-25,Isaiah Hartenstein,26.0,OKC,1590.0,Starter,Slasher,Mobile Big,4.53,2.08,0.05,2.03,Slasher / Mobile Big,28500000.0,,,,1,28500000.0,28500000.0,28500000.0,0,28500000.0
256.0,2024-25,Josh Green,24.0,CHO,1887.0,Starter,Off Screen Shooter,Point of Attack,-1.66,-3.89,-3.45,-0.44,Off Screen Shooter / Point of Attack,28345679.0,,,,1,28345679.0,28345679.0,28345679.0,0,28345679.0
383.0,2024-25,Andrew Wiggins,29.0,GSW/MIA,1842.0,Starter,Secondary Ball Handler,Wing Stopper,2.92,0.07,0.26,-0.19,Secondary Ball Handler / Wing Stopper,28223215.0,,,,1,28223215.0,28223215.0,28223215.0,0,28223215.0
493.0,2024-25,Jaden McDaniels,24.0,MIN,2614.0,Starter,Stationary Shooter,Point of Attack,5.17,0.69,-0.59,1.28,Stationary Shooter / Point of Attack,108413793.0,28006898.0,29813790.0,,3,166234481.0,55411493.66666666,28006898.0,2,28006898.0
193.0,2024-25,Grant Williams,26.0,CHO,479.0,Starter,Movement Shooter,Anchor Big,0.4,-1.12,-1.97,0.85,Movement Shooter / Anchor Big,27911250.0,,,,1,27911250.0,27911250.0,27911250.0,0,27911250.0
561.0,2024-25,Myles Turner,28.0,IND,2174.0,Star,Versatile Big,Mobile Big,5.3,1.42,0.15,1.27,Versatile Big / Mobile Big,79752492.0,27850077.0,29115990.0,,3,136718559.0,45572853.0,27850077.0,2,27850077.0
404.0,2024-25,Anfernee Simons,25.0,POR,2292.0,Starter,Shot Creator,Low Activity,2.77,-0.52,1.05,-1.57,Shot Creator / Low Activity,27678571.0,,,,1,27678571.0,27678571.0,27678571.0,0,27678571.0
333.0,2024-25,Jakob Poeltl,29.0,TOR,1686.0,Starter,Roll + Cut Big,Mobile Big,2.74,0.13,-1.08,1.21,Roll + Cut Big / Mobile Big,95784000.0,27300000.0,29484000.0,27300000.0,4,179868000.0,44967000.0,27300000.0,3,27300000.0
316.0,2024-25,Brandon Miller,22.0,CHO,924.0,Starter,Primary Ball Handler,Helper,0.97,-0.77,0.03,-0.81,Primary Ball Handler / Helper,27073426.0,,,,1,27073426.0,27073426.0,27073426.0,0,27073426.0
283.0,2024-25,Terry Rozier,30.0,MIA,1658.0,Key Rotation,Primary Ball Handler,Point of Attack,1.31,-1.19,-0.83,-0.36,Primary Ball Handler / Point of Attack,26643031.0,,,,1,26643031.0,26643031.0,26643031.0,0,26643031.0
456.0,2024-25,Tobias Harris,32.0,DET,2306.0,Starter,Shot Creator,Helper,3.92,0.25,-0.65,0.9,Shot Creator / Helper,26634146.0,,,,1,26634146.0,26634146.0,26634146.0,0,26634146.0
2.0,2024-25,John Collins,27.0,UTA,1220.0,Starter,Athletic Finisher,Helper,1.71,-0.23,-0.17,-0.06,Athletic Finisher / Helper,26580000.0,,,,1,26580000.0,26580000.0,26580000.0,0,26580000.0
285.0,2024-25,Fred VanVleet,30.0,HOU,2113.0,Star,Primary Ball Handler,Point of Attack,4.85,1.19,0.49,0.7,Primary Ball Handler / Point of Attack,25000000.0,,,,1,25000000.0,25000000.0,25000000.0,0,25000000.0
192.0,2024-25,Naz Reid,25.0,MIN,2200.0,Starter,Movement Shooter,Helper,5.27,1.35,0.57,0.78,Movement Shooter / Helper,96551724.0,25000000.0,26724138.0,28448276.0,4,176724138.0,44181034.5,25000000.0,3,25000000.0
308.0,2024-25,Josh Giddey,22.0,CHI,2117.0,Starter,Primary Ball Handler,Helper,4.94,1.25,0.89,0.36,Primary Ball Handler / Helper,100000000.0,25000000.0,25000000.0,,3,150000000.0,50000000.0,25000000.0,2,25000000.0
10.0,2024-25,Brandon Clarke,28.0,MEM,1207.0,Rotation,Athletic Finisher,Mobile Big,2.09,0.3,-0.38,0.67,Athletic Finisher / Mobile Big,25000000.0,,,,1,25000000.0,25000000.0,25000000.0,0,25000000.0
361.0,2024-25,Devin Vassell,24.0,SAS,1983.0,Starter,Secondary Ball Handler,Chaser,1.89,-0.93,-0.19,-0.74,Secondary Ball Handler / Chaser,105652174.0,24652174.0,27000000.0,,3,157304348.0,52434782.66666666,24652174.0,2,24652174.0
451.0,2024-25,DeMar DeRozan,35.0,SAC,2768.0,Starter,Shot Creator,Low Activity,5.36,0.62,1.36,-0.74,Shot Creator / Low Activity,24570000.0,,,,1,24570000.0,24570000.0,24570000.0,0,24570000.0
250.0,2024-25,Donte DiVincenzo,28.0,MIN,1606.0,Key Rotation,Off Screen Shooter,Chaser,3.34,0.85,0.84,0.0,Off Screen Shooter / Chaser,24525000.0,,,,1,24525000.0,24525000.0,24525000.0,0,24525000.0
433.0,2024-25,Scoot Henderson,20.0,POR,1759.0,Key Rotation,Shot Creator,Chaser,1.68,-0.93,-0.31,-0.61,Shot Creator / Chaser,24333563.0,,,,1,24333563.0,24333563.0,24333563.0,0,24333563.0
425.0,2024-25,Davion Mitchell,26.0,TOR/MIA,2027.0,Key Rotation,Shot Creator,Point of Attack,1.1,-1.58,-1.77,0.19,Shot Creator / Point of Attack,24000000.0,,,,1,24000000.0,24000000.0,24000000.0,0,24000000.0
543.0,2024-25,Isaac Okoro,24.0,CLE,1053.0,Key Rotation,Stretch Big,Point of Attack,1.07,-0.83,-0.89,0.06,Stretch Big / Point of Attack,22814814.0,,,,1,22814814.0,22814814.0,22814814.0,0,22814814.0
418.0,2024-25,Jonathan Kuminga,22.0,GSW,1144.0,Key Rotation,Shot Creator,Wing Stopper,1.87,0.15,0.26,-0.11,Shot Creator / Wing Stopper,22500000.0,,,,1,22500000.0,22500000.0,22500000.0,0,22500000.0
288.0,2024-25,Josh Hart,29.0,NYK,2897.0,Starter,Primary Ball Handler,Helper,7.13,1.45,0.41,1.05,Primary Ball Handler / Helper,40396000.0,22375280.0,,,2,62771280.0,31385640.0,22375280.0,1,22375280.0
492.0,2024-25,Aaron Nesmith,25.0,IND,1123.0,Key Rotation,Stationary Shooter,Wing Stopper,1.37,-0.51,-0.27,-0.24,Stationary Shooter / Wing Stopper,22000000.0,,,,1,22000000.0,22000000.0,22000000.0,0,22000000.0
27.0,2024-25,Amen Thompson,22.0,HOU,2225.0,Starter,Athletic Finisher,Point of Attack,5.64,1.57,-0.19,1.76,Athletic Finisher / Point of Attack,21949209.0,,,,1,21949209.0,21949209.0,21949209.0,0,21949209.0
503.0,2024-25,Jabari Smith Jr.,21.0,HOU,1716.0,Key Rotation,Stationary Shooter,Helper,2.05,-0.55,-1.02,0.47,Stationary Shooter / Helper,106924037.0,21751940.0,23643411.0,25534883.0,4,177854271.0,44463567.75,21751940.0,3,21751940.0
269.0,2024-25,Kentavious Caldwell-Pope,31.0,ORL,2279.0,Starter,Off Screen Shooter,Wing Stopper,1.69,-1.26,-2.07,0.81,Off Screen Shooter / Wing Stopper,21621500.0,,,,1,21621500.0,21621500.0,21621500.0,0,21621500.0
382.0,2024-25,Marcus Smart,30.0,MEM/WAS,680.0,Key Rotation,Secondary Ball Handler,Wing Stopper,0.93,-0.28,-0.05,-0.22,Secondary Ball Handler / Wing Stopper,21586855.0,,,,1,21586855.0,21586855.0,21586855.0,0,21586855.0
286.0,2024-25,Malik Monk,26.0,SAC,2054.0,Key Rotation,Primary Ball Handler,Chaser,3.87,0.54,0.82,-0.28,Primary Ball Handler / Chaser,38987654.0,21582451.0,,,2,60570105.0,30285052.5,21582451.0,1,21582451.0
565.0,2024-25,Nikola Vučević,34.0,CHI,2278.0,Starter,Versatile Big,Mobile Big,5.11,1.11,1.16,-0.05,Versatile Big / Mobile Big,21481481.0,,,,1,21481481.0,21481481.0,21481481.0,0,21481481.0
405.0,2024-25,P.J. Washington,26.0,DAL,1835.0,Starter,Shot Creator,Wing Stopper,2.2,-0.54,-0.87,0.33,Shot Creator / Wing Stopper,102914614.0,21398088.0,22983132.0,24568176.0,4,171864010.0,42966002.5,21398088.0,3,21398088.0
