GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-203992-1629631-,B. Bogdanović - D. Hunter,1610612737,ATL,21,10,11,0.476,17.2,14.5,32.9,0.441,4.7,13.8,0.338,6.9,8.6,0.796,4.2,11.4,15.6,10.0,5.4,3.2,1.6,1.8,6.6,7.8,40.5,-2.5,1859,1717,3419,2687,457,492,430,3402,553,432,3070,338,347,1986,425,512,483,410,4914,366,656,4816,4842,281,472,4277,1084190
Lineups,-203110-1629001-,D. Green - D. Melton,1610612744,GSW,3,2,1,0.667,17.2,17.0,29.7,0.573,7.0,14.0,0.5,6.7,9.7,0.69,2.7,13.0,15.7,13.0,5.0,4.7,2.3,1.7,7.3,8.0,47.7,10.0,4258,3541,393,1047,456,310,554,237,104,408,185,369,223,4214,1429,339,477,145,4791,70,199,4665,5009,253,285,15,154900
Lineups,-1626156-1629060-,D. Russell - R. Hachimura,1610612747,LAL,24,13,11,0.542,17.2,14.2,30.3,0.469,4.1,11.4,0.359,6.9,8.8,0.782,3.4,12.3,15.7,9.4,5.3,3.0,1.5,1.7,5.3,8.0,39.4,1.6,1622,1349,3419,2046,459,508,532,2087,754,741,2320,336,325,2402,798,418,477,489,4899,444,760,4665,4451,251,505,1089,1238065
Lineups,-1631123-1631260-,J. Bouyea - A. Green,1610612749,MIL,1,1,0,1.0,17.2,19.0,32.0,0.594,11.0,19.0,0.579,4.0,4.0,1.0,2.0,16.0,18.0,14.0,5.0,1.0,3.0,2.0,3.0,3.0,53.0,13.0,4883,4024,1,1,458,205,475,198,1,95,128,1350,2127,1,2299,140,296,96,4791,3193,48,4916,2576,2514,182,7,51600
Lineups,-202681-1629650-,K. Irving - M. Brown,1610612742,DAL,3,2,1,0.667,17.2,13.7,32.3,0.423,4.0,12.7,0.316,5.0,6.3,0.789,3.0,13.0,16.0,8.0,4.0,3.3,1.0,1.3,5.3,5.7,36.3,-3.3,4258,3541,393,1047,460,569,450,4048,780,561,3744,826,851,2160,1071,339,451,703,4313,334,1639,4172,4451,729,615,4680,154645
Lineups,-1628378-1629636-,D. Mitchell - D. Garland,1610612739,CLE,66,51,15,0.773,17.1,16.2,32.8,0.495,5.7,14.5,0.394,6.6,8.1,0.815,4.1,11.9,16.0,10.1,4.7,3.2,1.5,1.5,6.2,7.0,44.7,3.9,130,16,4016,714,463,366,434,1068,278,361,1135,380,437,1424,459,460,451,404,4689,372,839,4518,4777,423,344,322,3391970
Lineups,-1628378-1628386-,D. Mitchell - J. Allen,1610612739,CLE,71,55,16,0.775,17.1,16.4,33.0,0.496,5.6,14.3,0.391,6.0,7.4,0.809,4.2,12.1,16.3,10.2,4.4,3.3,1.6,1.5,6.1,6.7,44.3,4.0,59,7,4143,712,461,356,425,1032,305,392,1180,548,586,1541,415,433,427,397,4574,333,668,4498,4760,473,356,266,3652820
Lineups,-203954-1642348-,J. Embiid - J. Edwards,1610612755,PHI,5,2,3,0.4,17.1,15.0,32.2,0.466,4.8,13.0,0.369,5.4,6.4,0.844,3.2,11.2,14.4,10.2,4.4,2.8,1.0,2.6,7.8,6.8,40.2,-3.4,3778,3541,1421,3181,465,454,461,2270,516,514,1932,701,832,847,942,537,588,395,4589,578,1639,5218,5075,455,481,4696,256790
Lineups,-203482-1629627-,K. Olynyk - Z. Williamson,1610612740,NOP,9,4,5,0.444,17.1,15.3,33.4,0.458,2.9,9.3,0.31,6.1,9.9,0.618,6.2,12.8,19.0,9.6,4.9,2.8,2.1,2.2,5.8,7.4,39.7,-1.1,3148,2894,2092,2881,462,428,404,2612,1633,1198,3894,496,205,4632,59,362,242,473,4766,589,302,5085,4613,322,498,3373,462760
Lineups,-1628970-1629684-,M. Bridges - G. Williams,1610612766,CHA,10,3,7,0.3,17.1,14.4,31.8,0.453,7.5,17.4,0.431,5.3,6.1,0.869,3.2,10.1,13.3,10.0,5.5,2.9,1.5,2.3,9.0,6.5,41.6,-2.1,3009,3195,2611,3849,466,495,482,2876,63,172,518,735,955,613,942,697,732,410,4934,529,760,5115,5197,513,437,4111,513260
Lineups,-1631109-1641706-,M. Williams - B. Miller,1610612766,CHA,10,2,8,0.2,17.1,14.9,34.1,0.437,4.7,14.4,0.326,4.6,6.6,0.697,5.0,11.5,16.5,10.8,4.4,2.0,2.1,1.9,6.9,6.7,39.1,-4.5,3009,3541,2828,4309,467,469,367,3561,541,378,3515,1023,770,4154,216,503,398,331,4589,1209,309,4875,4899,474,509,4932,512705
Lineups,-1630168-1630552-,O. Okongwu - J. Johnson,1610612737,ATL,29,14,15,0.483,17.1,15.0,31.7,0.473,4.1,12.1,0.341,8.8,10.7,0.817,4.0,11.8,15.8,10.0,6.0,3.4,2.4,2.1,6.9,7.9,42.9,0.6,1269,1247,4016,2646,464,454,485,1904,732,631,2977,126,143,1377,484,474,473,410,5035,303,157,5015,4898,270,396,1773,1490080
Lineups,-1630202-1630573-,P. Pritchard - S. Hauser,1610612738,BOS,69,50,19,0.725,17.1,14.6,32.1,0.456,6.4,17.5,0.364,4.9,6.2,0.798,4.4,11.7,16.1,8.8,4.1,2.4,1.8,1.3,5.6,5.9,40.6,3.5,85,22,4436,881,468,483,467,2756,172,165,2116,871,924,1923,357,486,441,556,4439,824,513,4128,4565,659,466,401,3532320
Lineups,-1641732-1641774-,C. Jones - T. Vukcevic,1610612764,WAS,12,2,10,0.167,17.0,13.1,30.0,0.436,3.3,11.0,0.295,6.3,9.2,0.682,3.0,10.8,13.8,8.7,4.8,2.3,1.7,2.2,6.4,6.7,35.7,-6.0,2715,3541,3223,4478,472,641,540,3597,1261,794,4117,460,274,4274,1071,589,663,584,4750,891,610,5058,4815,481,652,5137,612000
Lineups,-1630288-1641720-,J. Dowtin Jr. - J. Hood-Schifino,1610612755,PHI,5,1,4,0.2,17.0,16.0,33.6,0.476,6.0,14.8,0.405,4.4,6.6,0.667,5.2,8.8,14.0,6.8,5.0,2.8,1.8,1.2,5.6,7.4,42.4,-5.0,3778,4024,1779,4309,471,378,395,1765,222,336,819,1135,770,4326,185,1008,627,1071,4791,578,495,3930,4551,329,406,5003,255250
Lineups,-1630322-1631199-,L. Waters III - R. Harper Jr.,1610612765,DET,1,0,1,0.0,17.0,15.0,37.0,0.405,5.0,22.0,0.227,6.0,7.0,0.857,7.0,11.0,18.0,9.0,4.0,1.0,0.0,1.0,10.0,8.0,41.0,-1.0,4883,4771,393,4771,472,454,283,4396,426,23,4727,519,657,689,10,563,296,535,4313,3193,4650,3171,5274,253,454,3200,51000
Lineups,-1628970-1641733-,M. Bridges - N. Smith Jr.,1610612766,CHA,43,12,31,0.279,17.0,14.1,32.6,0.433,3.8,12.6,0.305,5.3,6.5,0.815,4.0,12.5,16.6,8.9,5.0,2.4,1.4,1.9,6.1,5.8,37.3,-3.7,701,1467,5099,3963,469,517,442,3720,880,569,3973,727,794,1413,478,388,394,549,4789,849,900,4879,4756,688,558,4791,2196370
Lineups,-200782-1630173-,P. Tucker - P. Achiuwa,1610612752,NYK,2,1,1,0.5,17.0,14.0,31.5,0.444,6.0,14.0,0.429,3.5,4.5,0.778,2.5,7.5,10.0,10.5,3.0,4.5,2.5,2.0,7.0,4.5,37.5,-4.0,4546,4024,393,2195,470,523,491,3204,222,408,532,1769,1794,2509,1592,1400,1436,359,3422,84,136,4916,4928,1268,550,4838,102155
Lineups,-1642267-1642358-,B. Carrington - A. Johnson,1610612764,WAS,22,4,18,0.182,16.9,13.6,31.5,0.432,4.7,14.6,0.324,5.4,6.4,0.844,3.4,11.8,15.2,8.3,4.8,2.1,1.7,1.9,5.6,5.8,37.3,-5.1,1776,2894,4350,4437,474,582,493,3753,535,355,3579,697,829,845,831,465,527,641,4743,1082,561,4851,4568,683,559,5063,1117860
Lineups,-1641732-1641798-,C. Jones - J. Martin,1610612764,WAS,10,1,9,0.1,16.9,12.7,29.4,0.432,3.3,10.4,0.317,6.1,8.1,0.753,3.3,9.0,12.3,8.4,4.8,2.6,1.5,2.2,7.0,6.2,34.8,-10.2,3009,4024,3011,4706,481,692,572,3755,1229,940,3724,499,435,3191,866,922,890,630,4735,692,760,5074,4928,574,699,5298,506500
Lineups,-202709-1630532-,C. Joseph - F. Wagner,1610612753,ORL,18,10,8,0.556,16.9,14.9,31.2,0.479,4.3,12.5,0.342,6.4,8.0,0.806,3.2,11.7,14.9,8.3,3.7,2.8,1.3,1.8,6.4,7.1,40.6,4.3,2108,1717,2828,1950,476,466,501,1660,679,579,2936,415,455,1646,928,481,547,650,4152,557,1128,4827,4807,385,465,247,913335
Lineups,-1631105-1641709-,J. Duren - A. Thompson,1610612765,DET,56,34,22,0.607,16.9,16.0,32.2,0.496,3.6,10.0,0.359,6.0,7.8,0.769,4.5,11.8,16.3,9.8,5.1,3.2,1.9,2.0,7.0,6.8,41.5,1.2,351,296,4623,1573,478,384,463,1034,1035,1015,2332,519,505,2789,349,464,425,448,4864,369,456,4916,4951,461,439,1286,2837565
Lineups,-1628970-1642354-,M. Bridges - K. Simpson,1610612766,CHA,23,2,21,0.087,16.9,13.4,31.0,0.433,3.8,12.4,0.308,5.9,7.3,0.81,3.8,12.3,16.0,8.2,5.7,2.3,1.2,1.7,5.3,6.7,36.6,-4.4,1699,3541,4567,4735,480,597,506,3699,886,593,3919,558,602,1520,622,417,449,673,4976,953,1317,4654,4431,487,599,4922,1165290
Lineups,-202696-1630172-,N. Vučević - P. Williams,1610612741,CHI,61,30,31,0.492,16.9,15.3,32.3,0.474,5.5,14.2,0.389,5.1,6.3,0.819,3.1,12.9,16.1,10.6,5.3,2.7,1.4,1.8,5.2,5.3,41.2,-1.6,238,406,5099,2620,477,431,456,1862,315,395,1270,792,883,1299,982,352,446,345,4905,635,975,4771,4416,836,447,3733,3091085
Lineups,-203501-1641709-,T. Hardaway Jr. - A. Thompson,1610612765,DET,57,33,24,0.579,16.9,15.8,32.4,0.489,3.5,10.2,0.346,6.1,7.8,0.778,4.5,11.6,16.1,9.6,5.0,3.1,1.9,1.9,6.9,6.6,41.2,1.4,327,324,4755,1819,479,396,448,1250,1076,987,2816,506,504,2570,346,491,440,462,4841,405,451,4901,4890,502,448,1182,2887980
Lineups,-1626179-1629639-,T. Rozier - T. Herro,1610612748,MIA,56,25,31,0.446,16.9,14.0,31.3,0.448,4.9,13.9,0.356,5.6,7.2,0.779,3.7,11.8,15.4,8.6,4.5,2.9,1.3,1.8,5.6,6.0,38.6,-1.3,351,565,5099,2879,475,522,500,3065,468,429,2434,634,625,2487,653,475,498,592,4652,521,1050,4813,4566,619,522,3460,2841910
Lineups,-203992-1626204-,B. Bogdanović - L. Nance Jr.,1610612737,ATL,3,0,3,0.0,16.8,13.7,29.7,0.461,5.3,14.3,0.372,7.7,8.3,0.92,1.3,15.3,16.7,11.3,6.7,3.0,2.3,1.0,6.0,6.3,40.3,-3.0,4258,4771,1421,4771,485,569,554,2523,357,383,1823,221,392,392,3493,178,388,268,5157,444,199,3171,4680,548,474,4500,151280
Lineups,-203991-1630700-,C. Capela - D. Daniels,1610612737,ATL,50,25,25,0.5,16.8,15.5,33.1,0.469,4.1,11.7,0.348,5.2,7.2,0.713,4.7,11.7,16.4,10.7,5.5,3.8,1.9,2.1,6.0,6.2,40.3,-0.9,483,565,4814,2195,482,414,418,2071,756,684,2763,783,618,3993,299,478,410,343,4956,209,449,5038,4676,570,477,3163,2527235
Lineups,-203471-1631218-,D. Schröder - T. Jackson-Davis,1610612744,GSW,22,9,13,0.409,16.8,13.0,31.5,0.413,5.1,14.3,0.359,4.5,6.0,0.752,4.4,11.7,16.1,9.5,5.5,2.7,1.8,2.1,5.0,6.0,35.7,-3.5,1776,1851,3741,3149,487,646,493,4249,405,385,2337,1051,972,3209,361,485,444,477,4958,618,487,5051,4268,655,651,4721,1108625
Lineups,-1641734-1641772-,E. Bates - N. Tomlin,1610612739,CLE,2,1,1,0.5,16.8,12.0,35.0,0.343,5.5,19.0,0.289,4.5,7.5,0.6,7.0,13.5,20.5,7.5,6.5,1.5,3.5,4.5,6.0,7.0,34.0,-4.5,4546,4024,393,2195,488,794,332,4957,319,95,4197,1067,557,4661,10,306,165,836,5135,2143,15,5325,4680,404,733,4932,100550
Lineups,-1627777-1629027-,G. Niang - T. Young,1610612737,ATL,27,13,14,0.481,16.8,15.9,32.2,0.493,5.5,14.6,0.378,7.7,9.3,0.828,3.9,10.2,14.1,10.4,4.6,2.8,1.6,1.0,7.2,7.3,45.0,1.0,1409,1349,3884,2653,486,390,457,1126,317,354,1572,221,266,1121,557,690,616,375,4661,589,709,3131,4984,340,337,1387,1360890
Lineups,-203937-1630528-,K. Anderson - J. Christopher,1610612748,MIA,2,1,1,0.5,16.8,19.0,36.0,0.528,3.0,10.0,0.3,5.5,6.0,0.917,3.0,14.5,17.5,10.0,2.5,4.5,3.0,2.0,4.5,5.5,46.5,3.0,4546,4024,393,2195,484,205,307,430,1458,1015,4040,663,983,394,1071,233,334,410,2849,84,48,4916,3995,776,308,504,100900
Lineups,-1626179-1631107-,T. Rozier - N. Jović,1610612748,MIA,39,17,22,0.436,16.8,13.2,30.9,0.427,4.5,13.3,0.337,6.1,7.8,0.783,3.9,12.1,16.0,8.4,4.4,2.5,1.3,1.8,5.6,6.4,37.0,-2.3,835,977,4623,2966,483,619,515,3912,612,483,3113,498,509,2372,559,435,451,633,4584,795,1125,4783,4548,538,573,4202,1970660
Lineups,-1628389-1630696-,B. Adebayo - D. Smith,1610612748,MIA,10,5,5,0.5,16.7,13.1,30.3,0.432,4.4,12.8,0.344,6.4,8.6,0.744,3.5,11.6,15.1,7.9,5.1,4.0,1.0,2.1,6.5,6.9,37.0,1.1,3009,2651,2092,2195,496,632,530,3746,642,543,2883,429,348,3494,727,495,531,740,4854,165,1639,5028,4830,435,573,1361,500125
Lineups,-1626171-1629018-,B. Portis - G. Trent Jr.,1610612749,MIL,44,28,16,0.636,16.7,15.1,31.3,0.481,5.7,13.8,0.41,5.4,6.8,0.799,2.9,12.3,15.3,8.9,4.1,2.6,1.4,1.5,6.7,6.1,41.2,2.1,668,471,4143,1354,491,448,499,1530,290,437,753,697,731,1909,1193,406,518,545,4422,675,939,4532,4874,607,450,830,2209370
Lineups,-1630170-1631110-,D. Vassell - J. Sochan,1610612759,SAS,46,18,28,0.391,16.7,14.1,30.3,0.464,4.5,12.9,0.345,6.8,8.7,0.781,3.9,11.7,15.5,9.5,5.2,2.9,2.2,1.4,5.9,6.5,39.4,-0.6,601,918,4989,3274,492,518,529,2368,619,532,2840,347,334,2446,578,487,486,481,4878,519,258,4299,4647,504,503,2862,2309755
Lineups,-1630551-1642358-,J. Champagnie - A. Johnson,1610612764,WAS,19,4,15,0.211,16.7,13.4,30.9,0.433,4.9,14.3,0.342,5.3,6.4,0.82,3.5,10.6,14.1,8.3,4.4,1.9,1.3,2.1,5.8,5.8,36.9,-5.9,2022,2894,4016,4292,500,603,517,3728,487,386,2950,745,823,1293,722,621,618,655,4578,1419,1056,5031,4620,699,583,5136,949170
Lineups,-203484-1629048-,K. Caldwell-Pope - G. Bitadze,1610612753,ORL,57,32,25,0.561,16.7,13.6,29.3,0.466,3.5,11.4,0.311,5.5,7.1,0.776,3.9,10.5,14.5,8.2,5.2,3.2,2.6,1.2,6.7,7.0,36.4,1.4,327,350,4814,1939,490,575,576,2287,1076,745,3882,655,635,2591,554,630,583,671,4880,397,125,3924,4866,425,613,1197,2863895
Lineups,-1628989-1641824-,K. Huerter - M. Buzelis,1610612741,CHI,26,17,9,0.654,16.7,16.0,32.2,0.496,5.0,13.2,0.377,5.5,6.6,0.826,3.7,12.7,16.5,11.0,5.0,2.3,1.7,2.1,4.7,5.4,42.3,2.7,1485,977,3011,1266,495,385,462,1042,463,500,1605,683,768,1173,640,369,407,319,4791,915,633,5019,4157,824,408,627,1300570
Lineups,-200768-1641720-,K. Lowry - J. Hood-Schifino,1610612755,PHI,1,0,1,0.0,16.7,12.0,31.0,0.387,2.0,15.0,0.133,5.0,7.0,0.714,6.0,13.0,19.0,8.0,4.0,0.0,1.0,2.0,6.0,6.0,31.0,-3.0,4883,4771,393,4771,497,794,506,4639,2703,307,5002,826,657,3945,76,339,242,703,4313,4890,1639,4916,4680,620,909,4500,50000
Lineups,-1630542-1641720-,M. Bagley - J. Hood-Schifino,1610612755,PHI,6,0,6,0.0,16.7,14.2,33.5,0.423,3.5,13.3,0.263,5.2,6.3,0.816,5.0,9.5,14.5,7.2,4.2,2.2,1.5,1.8,5.2,5.2,37.0,-8.0,3584,4771,2374,4771,489,512,400,4041,1086,483,4482,778,851,1392,216,821,579,941,4474,1041,760,4827,4377,908,573,5259,301465
Lineups,-1629622-1630596-,M. Strus - E. Mobley,1610612739,CLE,43,35,8,0.814,16.7,15.0,30.5,0.49,5.6,14.6,0.385,6.4,8.1,0.787,3.9,12.2,16.1,9.9,5.0,2.2,1.6,1.5,6.1,6.7,42.0,2.7,701,265,2828,565,498,462,523,1194,297,350,1351,437,436,2235,587,423,447,433,4789,981,669,4396,4746,469,428,649,2149880
Lineups,-1629651-1630553-,N. Claxton - K. Johnson,1610612751,BKN,65,18,47,0.277,16.7,12.7,29.4,0.431,4.4,12.8,0.341,4.6,6.1,0.749,3.3,10.5,13.8,8.5,5.7,2.9,1.6,2.0,6.9,6.2,34.3,-5.7,151,918,5313,3970,494,694,574,3771,653,542,2976,1023,938,3417,856,638,665,616,4992,545,641,4914,4910,568,722,5117,3258925
Lineups,-1629639-1631107-,T. Herro - N. Jović,1610612748,MIA,44,21,23,0.477,16.7,13.8,29.6,0.466,5.0,13.5,0.371,6.6,8.5,0.78,3.2,11.2,14.3,9.0,4.5,2.4,1.2,1.5,5.6,6.5,39.1,-0.1,668,758,4691,2681,499,556,561,2274,426,474,1869,380,375,2477,960,543,592,534,4634,873,1300,4386,4549,510,508,2450,2198940
Lineups,-1628976-1629048-,W. Carter Jr. - G. Bitadze,1610612753,ORL,13,7,6,0.538,16.7,14.2,28.8,0.493,3.7,10.8,0.34,6.4,8.0,0.798,4.5,11.2,15.8,9.2,5.8,3.7,2.6,1.4,7.2,7.3,38.5,6.0,2613,2213,2374,2052,493,504,594,1115,966,838,2992,436,455,1925,328,535,471,516,5001,234,116,4287,4971,344,526,85,652125
Lineups,-1627742-1641722-,B. Ingram - J. Hawkins,1610612740,NOP,9,3,6,0.333,16.6,12.7,30.2,0.419,3.8,12.8,0.296,4.7,6.4,0.724,4.1,11.1,15.2,7.4,5.1,2.7,1.8,2.1,5.4,6.4,33.8,-7.7,3148,3195,2374,3545,503,695,535,4133,916,547,4115,996,814,3838,454,550,522,861,4856,645,515,5032,4501,526,748,5252,448930
Lineups,-1628978-1630162-,D. DiVincenzo - A. Edwards,1610612750,MIN,61,37,24,0.607,16.6,14.2,30.1,0.472,5.4,14.3,0.38,6.1,7.9,0.777,3.4,11.6,15.1,8.8,4.7,2.8,1.8,1.6,6.0,6.7,40.0,1.7,238,211,4755,1579,501,507,538,1965,340,387,1524,495,493,2579,786,489,533,552,4717,577,486,4625,4726,480,490,1056,3045495
Lineups,-203110-203471-,D. Green - D. Schröder,1610612744,GSW,12,6,6,0.5,16.6,13.3,30.6,0.436,5.3,14.5,0.368,4.3,6.3,0.68,4.1,11.3,15.3,9.9,5.6,2.8,2.5,2.2,5.7,6.8,36.3,-2.8,2715,2416,2374,2195,508,607,521,3601,357,365,1994,1221,887,4284,468,530,507,429,4962,604,136,5058,4576,461,623,4453,596740
Lineups,-201569-1630178-,E. Gordon - T. Maxey,1610612755,PHI,33,11,22,0.333,16.6,14.1,29.5,0.476,4.9,12.8,0.387,7.0,8.7,0.805,3.2,9.1,12.2,7.9,4.8,3.2,1.7,1.5,6.9,6.9,40.1,-1.1,1056,1599,4623,3545,505,519,563,1756,471,553,1297,300,337,1672,960,912,907,750,4726,402,610,4532,4894,440,487,3336,1643660
Lineups,-1628392-1641717-,I. Hartenstein - C. Wallace,1610612760,OKC,48,41,7,0.854,16.6,15.2,31.4,0.485,4.1,11.1,0.373,6.0,7.3,0.813,3.6,11.9,15.5,9.4,4.2,3.5,2.0,1.6,6.6,6.0,40.5,2.9,545,114,2611,477,507,436,496,1400,733,791,1795,552,592,1455,697,459,495,493,4483,273,344,4576,4854,620,467,577,2389860
Lineups,-1628970-1641878-,M. Bridges - D. Baugh,1610612766,CHA,11,1,10,0.091,16.6,13.2,31.2,0.423,3.6,11.8,0.308,5.7,7.1,0.808,4.5,10.5,15.1,8.1,5.3,2.2,0.8,2.0,5.5,5.5,35.7,-6.9,2868,4024,3223,4721,502,626,503,4045,1001,669,3919,603,645,1576,327,623,532,691,4898,1030,2464,4916,4537,801,649,5211,549005
Lineups,-1629656-1630542-,Q. Grimes - M. Bagley,1610612755,PHI,7,1,6,0.143,16.6,13.9,32.3,0.429,4.4,14.1,0.313,4.1,5.4,0.763,4.4,10.1,14.6,6.9,5.4,3.0,2.7,2.4,4.7,3.9,36.3,-7.3,3417,4024,2374,4574,506,548,454,3830,629,401,3816,1289,1254,2941,359,692,571,1055,4919,444,95,5167,4147,1768,620,5239,348600
Lineups,-203915-1630539-,S. Dinwiddie - K. Jones,1610612742,DAL,12,5,7,0.417,16.6,16.2,29.8,0.542,3.3,9.8,0.342,4.8,6.8,0.707,2.7,12.1,14.8,10.0,4.4,2.8,1.5,0.8,6.2,5.5,40.5,-0.2,2715,2651,2611,3072,504,367,549,335,1206,1102,2951,912,712,4046,1429,434,557,410,4601,604,760,2717,4764,776,467,2486,598165
Lineups,-1628998-1630163-,C. Martin - L. Ball,1610612766,CHA,29,10,19,0.345,16.5,13.9,32.0,0.435,5.2,15.5,0.334,6.7,8.3,0.804,4.7,11.7,16.3,8.4,5.1,3.0,1.8,1.8,7.2,7.3,39.7,-0.2,1269,1717,4436,3529,516,542,472,3639,395,279,3156,371,402,1694,311,484,420,635,4849,436,480,4803,4988,339,497,2550,1433765
Lineups,-1629643-1642348-,C. Okeke - J. Edwards,1610612755,PHI,7,1,6,0.143,16.5,13.9,31.0,0.447,5.4,14.7,0.369,5.0,6.9,0.729,5.0,8.1,13.1,8.6,5.1,3.3,1.3,1.7,5.9,5.7,38.1,-3.1,3417,4024,2374,4574,511,548,506,3106,336,341,1944,826,707,3766,216,1192,745,605,4864,353,1104,4729,4642,717,534,4626,347415
Lineups,-203081-1626171-,D. Lillard - B. Portis,1610612749,MIL,39,23,16,0.59,16.5,14.3,30.9,0.462,5.4,14.1,0.383,6.1,7.5,0.805,3.1,12.3,15.4,8.4,4.3,2.6,1.5,1.4,6.5,6.4,40.0,0.4,835,646,4143,1743,509,503,518,2466,347,402,1421,514,556,1655,995,411,501,633,4543,715,848,4247,4828,531,489,1904,1936190
Lineups,-1630577-1641705-,J. Champagnie - V. Wembanyama,1610612759,SAS,46,21,25,0.457,16.5,14.5,30.3,0.476,5.6,15.3,0.364,5.2,6.2,0.842,3.2,12.0,15.1,10.5,5.0,2.7,2.6,1.4,4.8,6.0,39.7,1.7,601,758,4814,2809,513,493,528,1757,307,287,2125,763,915,874,980,456,530,366,4782,665,124,4355,4202,654,496,1049,2281500
Lineups,-1627750-1631212-,J. Murray - P. Watson,1610612743,DEN,55,32,23,0.582,16.5,15.3,30.6,0.499,4.2,10.6,0.398,5.6,7.2,0.779,3.7,11.6,15.3,9.8,4.2,2.6,1.8,1.7,5.9,6.1,40.3,1.2,375,350,4691,1809,510,432,520,977,708,894,1038,645,632,2486,659,490,513,443,4473,675,472,4741,4650,600,475,1292,2730390
Lineups,-1630591-1641783-,J. Suggs - T. da Silva,1610612753,ORL,30,17,13,0.567,16.5,13.6,29.8,0.456,3.8,11.9,0.317,5.3,6.3,0.837,3.9,10.2,14.1,8.3,5.2,3.5,2.2,1.5,7.1,6.6,36.2,-0.2,1216,977,3741,1913,517,584,551,2744,923,660,3722,735,851,954,581,679,619,644,4890,274,274,4433,4962,493,626,2542,1482685
Lineups,-203937-1642352-,K. Anderson - K. Johnson,1610612748,MIA,2,1,1,0.5,16.5,18.5,35.5,0.521,3.0,10.0,0.3,5.5,6.0,0.917,3.0,14.5,17.5,10.0,2.5,4.5,3.0,2.0,4.5,5.5,45.5,3.5,4546,4024,393,2195,514,232,322,499,1458,1015,4040,663,983,394,1071,233,334,410,2849,84,48,4916,3995,776,322,377,99075
Lineups,-1629029-1629216-,L. Dončić - G. Vincent,1610612747,LAL,27,18,9,0.667,16.5,13.7,29.7,0.461,6.3,16.0,0.393,7.0,8.9,0.791,3.4,11.6,15.0,8.7,4.8,2.6,1.5,1.4,6.4,7.0,40.6,3.5,1409,918,3011,1047,518,569,554,2523,185,244,1160,300,318,2126,804,492,535,584,4742,682,824,4372,4805,404,462,403,1333470
Lineups,-1629052-1641737-,O. Brissett - A. Bona,1610612755,PHI,1,0,1,0.0,16.5,12.0,30.0,0.4,1.0,10.0,0.1,4.0,7.0,0.571,6.0,8.0,14.0,4.0,6.0,4.0,3.0,2.0,6.0,7.0,29.0,-6.0,4883,4771,393,4771,512,794,540,4467,4125,1015,5034,1350,657,4734,76,1238,627,2602,5040,165,48,4916,4680,404,1067,5137,49600
Lineups,-1630623-1641787-,T. Etienne - T. Evbuomwan,1610612751,BKN,7,1,6,0.143,16.5,12.4,31.6,0.394,5.4,16.6,0.328,6.3,7.6,0.83,3.3,10.7,14.0,9.3,4.6,3.6,1.1,2.3,6.9,7.0,36.6,-7.3,3417,4024,2374,4574,515,734,490,4581,336,213,3481,453,548,1098,884,601,627,502,4666,266,1376,5108,4889,404,602,5239,346555
Lineups,-1629643-1641772-,C. Okeke - N. Tomlin,1610612739,CLE,1,0,1,0.0,16.4,14.0,30.0,0.467,8.0,20.0,0.4,8.0,11.0,0.727,6.0,12.0,18.0,9.0,5.0,1.0,2.0,2.0,1.0,7.0,44.0,12.0,4883,4771,393,4771,519,523,540,2208,39,62,899,179,124,3782,76,438,296,535,4791,3193,344,4916,385,404,364,8,49300
Lineups,-1630170-1642264-,D. Vassell - S. Castle,1610612759,SAS,63,23,40,0.365,16.4,14.4,30.3,0.474,4.7,13.0,0.363,5.5,7.4,0.737,3.7,10.5,14.2,9.2,4.6,3.0,1.7,1.3,6.1,5.9,39.0,-2.7,189,646,5278,3423,520,496,527,1844,533,508,2183,677,579,3627,645,631,599,513,4679,441,558,4074,4748,658,510,4389,3105470
Lineups,-1642402-1642484-,E. Freeman - R. Dennis,1610612754,IND,2,1,1,0.5,16.4,16.5,37.0,0.446,3.0,11.0,0.273,9.0,10.0,0.9,6.0,15.5,21.5,7.5,2.0,4.5,4.5,4.0,6.0,7.5,45.0,20.0,4546,4024,393,2195,521,344,283,3152,1458,794,4385,107,196,430,76,165,128,836,1989,84,4,5322,4680,315,335,3,98350
Lineups,-1629673-1642267-,J. Poole - B. Carrington,1610612764,WAS,67,15,52,0.224,16.4,13.4,31.3,0.427,4.8,14.9,0.325,4.7,6.1,0.768,3.3,11.1,14.4,8.6,5.4,2.9,2.0,1.6,7.3,5.9,36.3,-6.1,116,1153,5323,4238,523,605,498,3923,507,328,3552,978,947,2803,887,549,587,591,4910,540,400,4560,4991,663,622,5171,3290095
